"Time index";"Average";"Build 1";"Build 2";"Build 3";"Build 4";"Build 5"
"92.25";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"92.5";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"92.75";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"93.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"93.25";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"93.5";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"93.75";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"94.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"94.25";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"94.5";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"94.75";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"95.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"95.25";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"95.5";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"95.75";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"96.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"96.25";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"96.5";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"96.75";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"97.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"97.25";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"97.5";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"97.75";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"98.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"98.25";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"98.5";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"98.75";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"99.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"99.25";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"99.5";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"99.75";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"100.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"100.25";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"100.5";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"100.75";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"101.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"101.25";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"101.5";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"101.75";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"102.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"102.25";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"102.5";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"102.75";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"103.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"103.25";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"103.5";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"103.75";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"104.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"104.25";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"104.5";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"104.75";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"105.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"105.25";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"105.5";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"105.75";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"106.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"106.25";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"106.5";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"106.75";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"107.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"107.25";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"107.5";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"107.75";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"108.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"108.25";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"108.5";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"108.75";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"109.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"109.25";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"109.5";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"109.75";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"110.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"110.25";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"110.5";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"110.75";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"111.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"111.25";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"111.5";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"111.75";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"112.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"112.25";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"112.5";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"112.75";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"113.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"113.25";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"113.5";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"113.75";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"114.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"114.25";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"114.5";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"114.75";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"115.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"115.25";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"115.5";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"115.75";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"116.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"116.25";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"116.5";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"116.75";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"117.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"117.25";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"117.5";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"117.75";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"118.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"118.25";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"118.5";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"118.75";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"119.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"119.25";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"119.5";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"119.75";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
